"Date","Price","Open","High","Low","Vol.","Change %"
"02/02/2024","75,200","74,000","75,200","73,700","14.85M","2.17%"
"02/01/2024","73,600","73,000","74,200","72,900","0.09K","1.24%"
"01/31/2024","72,700","73,500","74,000","72,500","4.69K","-2.15%"
"01/30/2024","74,300","75,000","75,300","73,700","1.26K","-0.13%"
"01/29/2024","74,400","73,800","75,200","73,500","0.02K","1.36%"
"01/28/2024","73,400","73,400","73,400","73,400","","0.00%"
"01/26/2024","73,400","73,700","74,500","73,300","10.98M","-0.94%"
"01/25/2024","74,100","74,300","74,800","73,700","2.73K","0.14%"
"01/24/2024","74,000","75,200","75,200","73,500","12.69M","-1.60%"
"01/23/2024","75,200","75,700","75,800","74,300","0.42K","0.13%"
"01/22/2024","75,100","75,900","76,000","75,000","19.62M","0.54%"
"01/21/2024","74,700","74,700","74,700","74,700","","0.00%"
"01/19/2024","74,700","73,500","74,700","73,000","23.20M","4.18%"
"01/18/2024","71,700","71,600","72,000","70,700","0.03K","0.99%"
"01/17/2024","71,000","73,100","73,300","71,000","1.11K","-2.20%"
"01/16/2024","72,600","73,500","73,700","72,500","11.96K","-1.76%"
"01/15/2024","73,900","73,200","74,000","73,200","12.97M","1.09%"
"01/14/2024","73,100","73,100","73,100","73,100","","0.00%"
"01/12/2024","73,100","73,000","74,100","72,800","12.97M","-0.14%"
"01/11/2024","73,200","73,000","73,600","72,800","2.26K","-0.54%"
"01/10/2024","73,600","74,900","75,200","73,200","3.95K","-1.47%"
"01/09/2024","74,700","77,400","77,700","74,300","3.26K","-2.35%"
"01/08/2024","76,500","76,900","77,500","76,400","0.44K","-0.13%"
"01/07/2024","76,600","76,600","76,600","76,600","","0.00%"
"01/05/2024","76,600","76,700","77,100","76,400","11.20M","0.00%"
"01/04/2024","76,600","76,400","77,300","76,200","0.18K","-0.52%"
"01/03/2024","77,000","78,600","78,700","77,000","1.27K","-3.27%"
"01/02/2024","79,600","78,500","79,800","78,200","2.09K","1.40%"
"12/28/2023","78,500","77,700","78,500","77,500","17.73M","0.64%"
"12/27/2023","78,000","76,700","78,000","76,500","3.52K","1.83%"
"12/26/2023","76,600","76,000","76,700","75,700","3.45K","0.92%"
"12/25/2023","75,900","75,900","75,900","75,900","","0.00%"
"12/22/2023","75,900","75,800","76,300","75,400","14.48M","1.20%"
"12/21/2023","75,000","74,500","75,000","74,300","0.44K","0.27%"
"12/20/2023","74,800","74,200","74,900","73,800","1.18K","1.91%"
"12/19/2023","73,400","72,900","73,400","72,800","0.27K","0.69%"
"12/18/2023","72,900","73,300","73,400","72,800","0.65K","-0.55%"
"12/17/2023","73,300","73,300","73,300","73,300","","0.00%"
"12/15/2023","73,300","73,800","74,000","73,200","14.89M","0.27%"
"12/14/2023","73,100","74,100","74,300","72,500","1.07K","0.41%"
"12/13/2023","72,800","73,400","73,500","72,800","0.32K","-0.95%"
"12/12/2023","73,500","73,300","73,500","73,100","0.86K","0.68%"
"12/11/2023","73,000","72,900","73,000","72,200","0.98K","0.55%"
"12/10/2023","72,600","72,600","72,600","72,600","","0.00%"
"12/08/2023","72,600","72,100","72,800","71,900","10.12M","1.54%"
"12/07/2023","71,500","71,800","71,900","71,100","0.06K","-0.28%"
"12/06/2023","71,700","71,900","72,100","71,600","0.25K","0.70%"
"12/05/2023","71,200","72,300","72,400","71,200","0.45K","-1.93%"
"12/04/2023","72,600","72,700","72,900","72,500","0.55K","0.83%"
"12/03/2023","72,000","72,000","72,000","72,000","","0.00%"
"12/01/2023","72,000","72,400","72,500","71,700","9.78M","-1.10%"
"11/30/2023","72,800","72,600","72,800","72,200","1.92K","0.14%"
"11/29/2023","72,700","72,400","72,800","72,200","8.91M","0.00%"
"11/28/2023","72,700","71,400","72,700","71,300","13.27M","1.96%"
"11/27/2023","71,300","71,800","72,100","71,100","0.55K","-0.56%"
"11/26/2023","71,700","71,700","71,700","71,700","","0.00%"
"11/24/2023","71,700","72,400","72,600","71,700","6.39M","-0.97%"
"11/23/2023","72,400","72,900","73,200","72,200","1.08K","-0.55%"
"11/22/2023","72,800","72,200","73,000","71,900","0.77K","0.00%"
"11/21/2023","72,800","73,100","73,400","72,700","0.97K","0.14%"
"11/20/2023","72,700","72,100","73,000","72,100","10.58M","0.28%"
"11/19/2023","72,500","72,500","72,500","72,500","","0.00%"
"11/17/2023","72,500","72,300","73,000","72,300","10.85M","-0.41%"
"11/16/2023","72,800","72,500","73,000","72,300","14.55M","0.83%"
"11/15/2023","72,200","71,600","72,200","71,500","20.06M","1.98%"
"11/14/2023","70,800","71,000","71,100","70,600","0.07K","0.57%"
"11/13/2023","70,400","71,200","71,300","70,300","0.66K","-0.14%"
"11/12/2023","70,500","70,500","70,500","70,500","","0.00%"
"11/10/2023","70,500","70,000","70,500","69,500","9.09M","0.28%"
"11/09/2023","70,300","69,900","70,800","69,600","1.20K","0.57%"
"11/08/2023","69,900","71,300","71,400","69,700","12.73M","-1.41%"
"11/07/2023","70,900","70,700","70,900","70,000","2.07K","0.00%"
"11/06/2023","70,900","69,800","70,900","69,300","2.07K","1.87%"
"11/05/2023","69,600","69,600","69,600","69,600","","0.00%"
"11/03/2023","69,600","69,700","70,200","69,500","10.28M","-0.14%"
"11/02/2023","69,700","69,900","70,000","69,400","0.05K","1.60%"
"11/01/2023","68,600","67,400","68,800","67,300","0.15K","2.54%"
"10/31/2023","66,900","67,500","68,200","66,900","0.60K","-0.59%"
"10/30/2023","67,300","66,800","67,800","66,700","0.19K","0.00%"
"10/29/2023","67,300","67,300","67,300","67,300","","0.00%"
"10/27/2023","67,300","67,100","67,300","66,700","11.25M","0.90%"
"10/26/2023","66,700","67,000","67,900","66,700","14.59M","-1.91%"
"10/25/2023","68,000","68,800","68,800","67,900","0.21K","-0.73%"
"10/24/2023","68,500","68,700","68,800","67,700","12.75M","0.15%"
"10/23/2023","68,400","68,700","69,100","68,200","10.61M","-0.58%"
"10/22/2023","68,800","68,800","68,800","68,800","","0.00%"
"10/20/2023","68,800","68,900","69,200","68,100","15.11M","-1.01%"
"10/19/2023","69,500","69,700","70,000","69,400","0.14K","-1.42%"
"10/18/2023","70,500","68,800","70,500","68,800","0.09K","1.59%"
"10/17/2023","69,400","67,700","69,800","67,500","0.44K","3.12%"
"10/16/2023","67,300","67,900","68,500","66,800","12.54M","-1.03%"
"10/15/2023","68,000","68,000","68,000","68,000","","0.00%"
"10/13/2023","68,000","68,000","68,500","67,700","9.56M","-1.31%"
"10/12/2023","68,900","68,700","69,700","68,200","1.82K","1.03%"
"10/11/2023","68,200","68,500","69,400","67,900","0.09K","2.71%"
"10/10/2023","66,400","66,200","67,600","66,200","19.11M","0.61%"
"10/09/2023","66,000","66,000","66,000","66,000","","0.00%"
"10/06/2023","66,000","67,100","67,300","66,000","14.19M","-1.05%"
"10/05/2023","66,700","67,300","67,400","66,700","0.35K","-1.19%"
"10/04/2023","67,500","67,400","67,700","66,700","22.46M","-1.32%"
"10/03/2023","68,400","68,400","68,400","68,400","","0.00%"
"09/27/2023","68,400","68,600","69,100","68,200","13.08M","-0.29%"
"09/26/2023","68,600","69,900","69,900","68,400","0.47K","-1.15%"
"09/25/2023","69,400","68,500","69,700","68,500","13.34M","0.87%"
"09/24/2023","68,800","68,800","68,800","68,800","","0.00%"
"09/22/2023","68,800","68,300","68,900","68,300","9.42M","-0.15%"
"09/21/2023","68,900","69,300","69,800","68,800","0.44K","-1.01%"
"09/20/2023","69,600","69,900","70,300","69,500","22.30K","-0.29%"
"09/19/2023","69,800","70,400","70,800","69,600","2.23K","-0.57%"
"09/18/2023","70,200","71,400","71,700","70,200","0.30K","-2.50%"
"09/17/2023","72,000","72,000","72,000","72,000","","0.00%"
"09/15/2023","72,000","71,700","72,300","71,400","17.51M","0.42%"
"09/14/2023","71,700","71,200","71,800","70,800","0.39K","1.13%"
"09/13/2023","70,900","71,000","71,500","70,300","0.50K","0.57%"
"09/12/2023","70,500","70,800","71,000","70,400","1.90K","-0.42%"
"09/11/2023","70,800","70,400","70,800","70,000","0.68K","0.71%"
"09/10/2023","70,300","70,300","70,300","70,300","","0.00%"
"09/08/2023","70,300","70,200","70,300","69,600","10.58M","-0.14%"
"09/07/2023","70,400","70,100","70,600","69,600","1.04K","0.57%"
"09/06/2023","70,000","70,700","70,800","69,700","3.06K","-0.99%"
"09/05/2023","70,700","71,000","71,500","70,200","1.53K","-0.70%"
"09/04/2023","71,200","72,800","72,800","70,700","5.62K","0.28%"
"09/03/2023","71,000","71,000","71,000","71,000","","0.00%"
"09/01/2023","71,000","66,800","71,000","66,700","29.42M","6.13%"
"08/31/2023","66,900","67,200","67,200","66,400","0.44K","-0.30%"
"08/30/2023","67,100","67,300","67,700","67,100","0.24K","0.45%"
"08/29/2023","66,800","67,000","67,200","66,600","0.22K","0.00%"
"08/28/2023","66,800","66,800","67,000","66,500","5.78M","-0.45%"
"08/27/2023","67,100","67,100","67,100","67,100","","0.00%"
"08/25/2023","67,100","67,100","67,400","66,900","7.00M","-1.61%"
"08/24/2023","68,200","68,300","68,600","68,000","0.24K","1.64%"
"08/23/2023","67,100","66,600","67,100","66,400","0.10K","0.75%"
"08/22/2023","66,600","67,300","67,600","66,300","2.34K","0.00%"
"08/21/2023","66,600","66,600","67,100","66,300","9.56M","0.45%"
"08/20/2023","66,300","66,300","66,300","66,300","","0.00%"
"08/18/2023","66,300","66,000","66,700","65,800","11.63M","-0.60%"
"08/17/2023","66,700","66,400","66,800","66,000","1.77K","-0.45%"
"08/16/2023","67,000","66,800","67,100","66,400","4.78K","-0.45%"
"08/15/2023","67,300","67,300","67,300","67,300","","0.00%"
"08/14/2023","67,300","67,500","67,900","66,900","9.33M","-0.30%"
"08/13/2023","67,500","67,500","67,500","67,500","","0.00%"
"08/11/2023","67,500","68,400","68,800","67,500","9.63M","-0.74%"
"08/10/2023","68,000","68,300","68,500","67,800","10.17M","-1.31%"
"08/09/2023","68,900","68,000","69,500","68,000","0.71K","1.92%"
"08/08/2023","67,600","69,000","69,100","67,400","3.19K","-1.31%"
"08/07/2023","68,500","67,700","69,200","67,700","0.32K","0.29%"
"08/06/2023","68,300","68,300","68,300","68,300","","0.00%"
"08/04/2023","68,300","68,800","69,100","68,200","12.26M","-0.73%"
"08/03/2023","68,800","70,000","70,200","68,500","0.32K","-1.57%"
"08/02/2023","69,900","70,800","71,000","69,800","1.31K","-1.69%"
"08/01/2023","71,100","70,200","71,200","70,100","1.90K","1.86%"
"07/31/2023","69,800","70,800","71,000","69,800","0.06K","-1.13%"
"07/30/2023","70,600","70,600","70,600","70,600","","0.00%"
"07/28/2023","70,600","71,800","72,400","70,100","19.00M","-1.53%"
"07/27/2023","71,700","69,800","71,700","69,300","11.57K","2.72%"
"07/26/2023","69,800","69,800","70,600","68,100","29.81M","-0.29%"
"07/25/2023","70,000","70,200","70,500","69,800","4.37K","-0.57%"
"07/24/2023","70,400","70,200","70,800","70,000","1.81K","0.14%"
"07/23/2023","70,300","70,300","70,300","70,300","","0.00%"
"07/21/2023","70,300","70,400","70,400","69,400","16.50M","-0.99%"
"07/20/2023","71,000","71,100","71,500","70,800","9.67M","-0.98%"
"07/19/2023","71,700","72,700","72,700","71,300","2.94K","-0.42%"
"07/18/2023","72,000","73,200","73,500","72,000","11.26M","-1.77%"
"07/17/2023","73,300","73,000","73,500","72,800","0.63K","-0.14%"
"07/16/2023","73,400","73,400","73,400","73,400","","0.00%"
"07/14/2023","73,400","72,500","73,400","72,400","15.74M","2.09%"
"07/13/2023","71,900","72,300","72,600","71,900","0.46K","0.00%"
"07/12/2023","71,900","71,100","72,000","71,100","0.03K","0.56%"
"07/11/2023","71,500","70,200","71,500","70,100","0.89K","2.88%"
"07/10/2023","69,500","70,000","70,400","69,200","0.18K","-0.57%"
"07/09/2023","69,900","69,900","69,900","69,900","","0.00%"
"07/07/2023","69,900","71,100","71,400","69,800","17.23M","-2.37%"
"07/06/2023","71,600","71,900","72,300","71,500","1.63K","-0.56%"
"07/05/2023","72,000","73,000","73,300","71,900","0.76K","-1.37%"
"07/04/2023","73,000","73,400","73,600","73,000","0.48K","0.00%"
"07/03/2023","73,000","72,700","73,200","72,600","1.39K","1.11%"
"07/02/2023","72,200","72,200","72,200","72,200","","0.00%"
"06/30/2023","72,200","72,500","72,700","71,700","11.32M","-0.28%"
"06/29/2023","72,400","73,000","73,400","72,400","1.68K","-0.41%"
"06/28/2023","72,700","72,600","72,700","72,000","8.69M","0.14%"
"06/27/2023","72,600","72,500","72,600","72,000","0.26K","0.28%"
"06/26/2023","72,400","71,800","72,500","71,500","0.90K","1.12%"
"06/25/2023","71,600","71,600","71,600","71,600","","0.00%"
"06/23/2023","71,600","72,000","72,200","71,600","12.23M","0.42%"
"06/22/2023","71,300","70,100","71,500","70,100","0.55K","1.13%"
"06/21/2023","70,500","70,800","71,200","70,400","0.18K","-1.26%"
"06/20/2023","71,400","70,700","71,400","70,400","0.28K","0.28%"
"06/19/2023","71,200","71,400","71,700","70,900","0.32K","-0.84%"
"06/18/2023","71,800","71,800","71,800","71,800","","0.00%"
"06/16/2023","71,800","71,800","71,900","70,900","14.27M","0.42%"
"06/15/2023","71,500","72,100","72,300","71,400","0.50K","-0.56%"
"06/14/2023","71,900","72,100","72,200","71,100","12.46M","-0.14%"
"06/13/2023","72,000","71,700","72,200","71,600","0.14K","1.41%"
"06/12/2023","71,000","72,100","72,400","70,800","0.11K","-1.39%"
"06/11/2023","72,000","72,000","72,000","72,000","","0.00%"
"06/09/2023","72,000","71,100","72,300","70,800","14.97M","1.55%"
"06/08/2023","70,900","70,400","70,900","70,000","0.16K","-0.14%"
"06/07/2023","71,000","71,300","71,600","70,800","14.72M","-0.98%"
"06/06/2023","71,700","71,700","71,700","71,700","","0.00%"
"06/05/2023","71,700","72,700","72,700","71,400","12.62M","-0.69%"
"06/04/2023","72,200","72,200","72,200","72,200","","0.00%"
"06/02/2023","72,200","71,700","72,200","71,600","11.72M","1.83%"
"06/01/2023","70,900","70,900","71,600","70,600","14.55M","-0.70%"
"05/31/2023","71,400","72,400","72,500","71,000","0.89K","-1.24%"
"05/30/2023","72,300","71,300","72,300","71,200","6.00K","2.84%"
"05/29/2023","70,300","70,300","70,300","70,300","","0.00%"
"05/26/2023","70,300","69,800","70,400","69,500","19.47M","2.18%"
"05/25/2023","68,800","69,900","70,000","68,700","14.10M","0.44%"
"05/24/2023","68,500","68,100","68,700","68,000","8.05M","0.15%"
"05/23/2023","68,400","68,500","68,700","68,100","8.51M","-0.15%"
"05/22/2023","68,500","68,400","69,000","68,000","14.36M","0.15%"
"05/21/2023","68,400","68,400","68,400","68,400","","0.00%"
"05/19/2023","68,400","67,800","68,400","67,500","20.29M","3.32%"
"05/18/2023","66,200","65,900","66,200","65,700","0.32K","1.85%"
"05/17/2023","65,000","65,900","65,900","64,800","10.20M","-0.61%"
"05/16/2023","65,400","65,800","65,900","65,300","12.19M","1.40%"
"05/15/2023","64,500","64,100","64,600","63,900","8.13M","0.62%"
"05/14/2023","64,100","64,100","64,100","64,100","","0.00%"
"05/12/2023","64,100","63,700","64,600","63,600","7.53M","-0.16%"
"05/11/2023","64,200","64,800","65,100","64,200","0.43K","-0.62%"
"05/10/2023","64,600","65,500","65,500","64,300","13.02M","-1.07%"
"05/09/2023","65,300","65,800","65,800","65,100","9.28M","-0.91%"
"05/08/2023","65,900","66,200","66,300","65,400","0.54K","1.23%"
"05/07/2023","65,100","65,100","65,100","65,100","","0.00%"
"05/04/2023","65,100","65,600","65,700","64,700","9.76M","-0.46%"
"05/03/2023","65,400","65,200","65,600","64,900","0.82K","-0.46%"
"05/02/2023","65,700","66,000","66,300","65,100","14.08M","0.31%"
"05/01/2023","65,500","65,500","65,500","65,500","","0.00%"
"04/28/2023","65,500","65,200","65,900","65,000","18.14M","1.39%"
"04/27/2023","64,600","64,100","65,000","63,300","14.71M","0.78%"
"04/26/2023","64,100","63,700","64,300","63,300","1.99K","0.79%"
"04/25/2023","63,600","65,200","65,400","63,400","4.13K","-2.45%"
"04/24/2023","65,200","65,300","65,700","64,800","12.89M","-0.76%"
"04/23/2023","65,700","65,700","65,700","65,700","","0.00%"
"04/21/2023","65,700","65,800","65,900","65,400","10.29M","0.61%"
"04/20/2023","65,300","65,100","65,300","64,600","0.69K","-0.31%"
"04/19/2023","65,500","65,500","65,800","65,300","10.24M","-0.15%"
"04/18/2023","65,600","65,900","66,000","64,800","14.76M","0.46%"
"04/17/2023","65,300","64,900","65,600","64,700","4.08K","0.31%"
"04/16/2023","65,100","65,100","65,100","65,100","","0.00%"
"04/14/2023","65,100","66,600","66,600","65,000","15.49M","-1.51%"
"04/13/2023","66,100","65,600","66,100","65,400","1.44K","0.15%"
"04/12/2023","66,000","65,700","66,200","65,300","0.83K","0.15%"
"04/11/2023","65,900","66,200","66,200","65,400","16.18M","0.30%"
"04/10/2023","65,700","64,800","66,300","64,700","18.73M","1.08%"
"04/09/2023","65,000","65,000","65,000","65,000","","0.00%"
"04/07/2023","65,000","63,800","65,200","63,800","27.42M","4.33%"
"04/06/2023","62,300","63,500","63,600","62,300","14.97M","-2.50%"
"04/05/2023","63,900","63,700","64,000","63,400","0.73K","0.47%"
"04/04/2023","63,600","63,300","63,800","62,900","1.07K","0.79%"
"04/03/2023","63,100","64,000","64,000","63,000","11.94M","-1.41%"
"04/02/2023","64,000","64,000","64,000","64,000","","0.00%"
"03/31/2023","64,000","64,000","64,000","63,700","13.36M","1.27%"
"03/30/2023","63,200","63,700","63,700","63,100","1.47K","0.80%"
"03/29/2023","62,700","62,500","62,700","62,200","0.28K","-0.32%"
"03/28/2023","62,900","62,400","62,900","62,100","2.73K","1.29%"
"03/27/2023","62,100","62,700","62,800","62,000","3.85K","-1.43%"
"03/26/2023","63,000","63,000","63,000","63,000","","0.00%"
"03/24/2023","63,000","62,700","63,300","62,300","17.46M","1.12%"
"03/23/2023","62,300","60,600","62,300","60,600","15.30M","1.96%"
"03/22/2023","61,100","61,000","61,200","60,500","0.52K","1.33%"
"03/21/2023","60,300","60,500","60,700","60,100","0.07K","0.17%"
"03/20/2023","60,200","61,100","61,200","60,200","9.56M","-1.79%"
"03/19/2023","61,300","61,300","61,300","61,300","","0.00%"
"03/17/2023","61,300","60,800","61,300","60,600","13.81M","2.34%"
"03/16/2023","59,900","59,200","60,200","59,100","0.07K","0.17%"
"03/15/2023","59,800","60,000","60,300","59,600","4.52K","1.36%"
"03/14/2023","59,000","59,400","59,500","59,000","11.22M","-1.67%"
"03/13/2023","60,000","59,900","60,200","59,300","3.34K","0.84%"
"03/12/2023","59,500","59,500","59,500","59,500","","0.00%"
"03/10/2023","59,500","59,500","59,700","59,100","11.83M","-1.00%"
"03/09/2023","60,100","60,500","60,800","59,900","1.51K","-0.33%"
"03/08/2023","60,300","60,100","60,500","59,900","13.91M","-0.66%"
"03/07/2023","60,700","61,400","61,400","60,700","11.45M","-1.30%"
"03/06/2023","61,500","61,100","61,600","60,800","13.14M","1.65%"
"03/05/2023","60,500","60,500","60,500","60,500","","0.00%"
"03/03/2023","60,500","61,000","61,200","60,500","10.64M","-0.49%"
"03/02/2023","60,800","60,900","61,800","60,500","13.02M","0.33%"
"03/01/2023","60,600","60,600","60,600","60,600","","0.00%"
"02/28/2023","60,600","60,800","61,400","60,500","11.77M","0.17%"
"02/27/2023","60,500","60,800","60,800","60,200","11.11M","-1.31%"
"02/26/2023","61,300","61,300","61,300","61,300","","0.00%"
"02/24/2023","61,300","62,300","62,600","61,300","10.13M","-1.13%"
"02/23/2023","62,000","61,700","62,500","61,500","24.29K","1.47%"
"02/22/2023","61,100","61,500","61,800","61,000","0.51K","-1.61%"
"02/21/2023","62,100","62,700","62,800","62,000","7.58M","-0.96%"
"02/20/2023","62,700","62,900","63,000","61,800","12.88M","0.16%"
"02/19/2023","62,600","62,600","62,600","62,600","","0.00%"
"02/17/2023","62,600","62,900","63,300","62,400","10.68M","-1.73%"
"02/16/2023","63,700","62,600","63,700","62,400","0.13K","2.41%"
"02/15/2023","62,200","63,900","63,900","62,000","13.14M","-1.58%"
"02/14/2023","63,200","63,500","63,900","63,200","0.11K","0.48%"
"02/13/2023","62,900","62,900","63,000","62,300","10.68M","0.16%"
"02/12/2023","62,800","62,800","62,800","62,800","","0.00%"
"02/10/2023","62,800","62,600","63,000","62,400","9.34M","-0.32%"
"02/09/2023","63,000","63,000","63,300","62,300","12.12M","-0.16%"
"02/08/2023","63,100","62,800","63,300","62,400","12.18M","1.94%"
"02/07/2023","61,900","61,900","62,500","61,600","14.47M","0.49%"
"02/06/2023","61,600","62,800","63,000","61,600","15.46M","-3.45%"
"02/05/2023","63,800","63,800","63,800","63,800","","0.00%"
"02/03/2023","63,800","63,900","64,000","63,000","14.81M","0.47%"
"02/02/2023","63,500","63,200","63,900","62,600","23.12M","2.75%"
"02/01/2023","61,800","62,500","62,600","61,000","0.11K","1.31%"
"01/31/2023","61,000","63,400","63,700","61,000","1.28K","-3.63%"
"01/30/2023","63,300","64,900","64,900","63,100","19.15M","-2.01%"
"01/29/2023","64,600","64,600","64,600","64,600","","0.00%"
"01/27/2023","64,600","64,400","65,000","63,900","18.15M","1.10%"
"01/26/2023","63,900","63,800","63,900","63,300","13.25M","0.79%"
"01/25/2023","63,400","63,500","63,700","63,000","16.79M","2.59%"
"01/24/2023","61,800","61,800","61,800","61,800","","0.00%"
"01/20/2023","61,800","62,100","62,300","61,100","9.60M","0.49%"
"01/19/2023","61,500","60,400","61,500","60,400","0.25K","1.82%"
"01/18/2023","60,400","60,700","61,000","59,900","0.33K","-0.98%"
"01/17/2023","61,000","61,200","61,500","60,600","9.60M","-0.16%"
"01/16/2023","61,100","61,200","61,600","60,800","0.20K","0.49%"
"01/15/2023","60,800","60,800","60,800","60,800","","0.00%"
"01/13/2023","60,800","60,500","61,200","60,400","12.47M","0.50%"
"01/12/2023","60,500","61,200","61,200","59,900","1.56K","0.00%"
"01/11/2023","60,500","61,000","61,200","60,300","12.24M","0.17%"
"01/10/2023","60,400","60,200","61,100","59,900","16.98K","-0.49%"
"01/09/2023","60,700","59,700","60,700","59,600","4.21K","2.88%"
"01/08/2023","59,000","59,000","59,000","59,000","","0.00%"
"01/06/2023","59,000","58,300","59,400","57,900","17.01M","1.37%"
"01/05/2023","58,200","58,100","58,700","57,600","5.81K","0.69%"
"01/04/2023","57,800","55,700","58,000","55,600","20.01M","4.33%"
"01/03/2023","55,400","55,500","56,000","54,500","2.97K","-0.18%"
"01/02/2023","55,500","55,500","56,100","55,200","9.96M","0.36%"
"12/29/2022","55,300","56,000","56,200","55,300","10.86M","-2.30%"
"12/28/2022","56,600","57,500","57,600","56,500","1.11K","-2.58%"
"12/27/2022","58,100","58,000","58,400","57,900","1.21K","0.35%"
"12/26/2022","57,900","58,000","58,100","57,700","0.56K","-0.34%"
"12/25/2022","58,100","58,100","58,100","58,100","","0.00%"
"12/23/2022","58,100","58,200","58,400","57,700","9.80M","-1.69%"
"12/22/2022","59,100","58,200","59,100","58,100","0.46K","1.90%"
"12/21/2022","58,000","58,700","59,100","58,000","0.61K","-1.02%"
"12/20/2022","58,600","59,000","59,100","58,500","8.95M","-1.51%"
"12/19/2022","59,500","59,500","59,900","59,100","7.12M","0.00%"
"12/18/2022","59,500","59,500","59,500","59,500","","0.00%"
"12/16/2022","59,500","58,300","59,500","58,300","12.05M","0.34%"
"12/15/2022","59,300","59,900","60,200","59,300","0.77K","-1.98%"
"12/14/2022","60,500","59,800","60,600","59,800","0.54K","1.34%"
"12/13/2022","59,700","59,600","60,300","59,400","0.02K","0.34%"
"12/12/2022","59,500","60,000","60,000","59,400","0.46K","-1.49%"
"12/11/2022","60,400","60,400","60,400","60,400","","0.00%"
"12/09/2022","60,400","59,300","60,600","59,300","10.43M","2.03%"
"12/08/2022","59,200","58,800","59,200","58,600","0.49K","0.51%"
"12/07/2022","58,900","58,800","59,600","58,500","11.98M","-0.51%"
"12/06/2022","59,200","59,900","60,100","59,200","0.95K","-1.82%"
"12/05/2022","60,300","60,800","61,100","60,000","1.33K","-0.17%"
"12/04/2022","60,400","60,400","60,400","60,400","","0.00%"
"12/02/2022","60,400","62,500","62,500","60,400","15.11M","-3.51%"
"12/01/2022","62,600","63,000","63,200","62,300","0.04K","0.64%"
"11/30/2022","62,200","60,400","62,200","60,300","0.42K","2.64%"
"11/29/2022","60,600","59,900","60,600","59,800","0.40K","0.83%"
"11/28/2022","60,100","60,500","60,500","59,800","0.06K","-1.48%"
"11/27/2022","61,000","61,000","61,000","61,000","","0.00%"
"11/25/2022","61,000","61,400","61,700","60,800","6.64M","-0.65%"
"11/24/2022","61,400","61,300","61,700","60,900","2.22K","0.66%"
"11/23/2022","61,000","61,200","61,300","60,700","8.74M","0.66%"
"11/22/2022","60,600","60,900","61,200","60,300","9.30M","-1.30%"
"11/21/2022","61,400","61,400","61,800","60,800","9.22M","-0.65%"
"11/20/2022","61,800","61,800","61,800","61,800","","0.00%"
"11/18/2022","61,800","61,800","62,400","61,400","11.60M","0.65%"
"11/17/2022","61,400","62,000","62,000","61,300","13.27M","-2.07%"
"11/16/2022","62,700","62,400","62,700","61,700","12.76M","0.48%"
"11/15/2022","62,400","62,300","62,400","61,600","0.26K","0.81%"
"11/14/2022","61,900","62,900","62,900","61,700","3.49K","-1.59%"
"11/13/2022","62,900","62,900","62,900","62,900","","0.00%"
"11/11/2022","62,900","63,100","63,200","62,300","19.81M","4.14%"
"11/10/2022","60,400","61,400","61,500","60,400","21.00M","-2.58%"
